Gene ID	SYMBOL	Fold Change(T/S)	q-value(%)	Component
217281_x_at		0.234	2.29	Stroma
236112_at	LOC285548	0.453	2.29	Stroma
221937_at		0.483	2.29	Stroma
228152_s_at	FLJ31033	0.339	2.29	Stroma
213488_at	SNED1	0.384	2.29	Stroma
209890_at	TSPAN5	0.39	2.29	Stroma
206369_s_at	PIK3CG	0.382	2.29	Stroma
213290_at	COL6A2	0.493	2.29	Stroma
203372_s_at	SOCS2	0.321	2.29	Stroma
230252_at	GPR92	0.432	2.29	Stroma
213974_at	ADAMTSL3	0.435	2.29	Stroma
209568_s_at	RGL1	0.373	2.29	Stroma
1554741_s_at	FGF7 /// KGFLP1 ///	0.382	2.29	Stroma
231083_at		0.462	2.29	Stroma
212187_x_at	PTGDS	0.442	2.29	Stroma
210510_s_at	NRP1	0.364	2.29	Stroma
226288_s_at	NLGN2	0.48	2.29	Stroma
228103_s_at	NRP2	0.28	2.29	Stroma
215342_s_at	RABGAP1L	0.396	2.29	Stroma
216576_x_at		0.233	2.29	Stroma
222288_at	PPP4R2	0.363	2.29	Stroma
222088_s_at	SLC2A3	0.321	2.29	Stroma
209406_at	BAG2	0.292	2.29	Stroma
236089_at		0.353	1.53	Stroma
203471_s_at	PLEK	0.395	1.53	Stroma
224561_s_at	MORF4L1	0.466	1.53	Stroma
205959_at	MMP13	0.391	1.53	Stroma
202828_s_at	MMP14	0.472	1.53	Stroma
240715_at	TBX5	0.245	1.53	Stroma
203542_s_at	KLF9	0.318	1.53	Stroma
202686_s_at	AXL	0.327	1.53	Stroma
202863_at	SP100	0.496	1.53	Stroma
204116_at	IL2RG	0.291	1.53	Stroma
221667_s_at	HSPB8	0.48	1.53	Stroma
203303_at	DYNLT3	0.468	1.53	Stroma
227620_at		0.291	1.53	Stroma
214374_s_at	PPFIBP1	0.496	1.53	Stroma
223079_s_at	GLS	0.418	1.53	Stroma
210222_s_at	RTN1	0.375	1.53	Stroma
241824_at	FOSL2	0.431	1.53	Stroma
217226_s_at	SFXN3	0.483	1.53	Stroma
206233_at	B4GALT6	0.472	1.53	Stroma
213062_at	NTAN1	0.464	1.53	Stroma
241100_at		0.465	1.53	Stroma
205022_s_at	CHES1	0.482	1.53	Stroma
209209_s_at	PLEKHC1	0.475	1.53	Stroma
217388_s_at	KYNU	0.362	1.53	Stroma
229619_at	FOLR2	0.306	1.53	Stroma
221658_s_at	IL21R	0.436	1.53	Stroma
235765_at	TLE4	0.299	1.53	Stroma
205382_s_at	CFD	0.322	1.53	Stroma
204661_at	CD52	0.301	1.53	Stroma
237261_at		0.34	1.53	Stroma
230061_at	TM4SF18	0.298	1.53	Stroma
235629_at	FN1	0.33	1.53	Stroma
216207_x_at	IGKV1D-13 /// L	0.216	1.53	Stroma
208786_s_at	MAP1LC3B	0.475	1.53	Stroma
1557122_s_at		0.379	1.53	Stroma
223463_at	RAB23	0.362	1.53	Stroma
208850_s_at	THY1	0.261	1.53	Stroma
205779_at	RAMP2	0.466	1.53	Stroma
1558501_at	DNM3	0.358	1.53	Stroma
224451_x_at	ARHGAP9	0.309	1.53	Stroma
227361_at		0.314	1.53	Stroma
220032_at	FLJ21986	0.296	1.53	Stroma
229581_at	LOC392617 ///	0.352	1.53	Stroma
204232_at	FCER1G	0.392	1.53	Stroma
227618_at	FLJ44635	0.36	1.53	Stroma
205257_s_at	AMPH	0.324	1.53	Stroma
204273_at	EDNRB	0.408	1.53	Stroma
235292_at	FLJ32255 /// LO	0.409	1.53	Stroma
208637_x_at	ACTN1	0.488	1.53	Stroma
228311_at	BCL6B	0.472	1.53	Stroma
229308_at		0.414	1.53	Stroma
212845_at	SAMD4A	0.426	1.53	Stroma
225285_at	BCAT1	0.313	1.53	Stroma
226610_at	PRR6	0.422	1.53	Stroma
228592_at	MS4A1	0.341	1.53	Stroma
229613_at		0.376	1.53	Stroma
223775_at	HHIP	0.348	1.53	Stroma
227148_at	PLEKHH2	0.342	1.53	Stroma
228426_at	CLEC2D	0.296	1.53	Stroma
236995_x_at	TFEC	0.427	1.53	Stroma
228914_at		0.479	1.53	Stroma
212013_at	PXDN	0.359	1.53	Stroma
204655_at	CCL5	0.24	1.53	Stroma
206746_at	BFSP1	0.491	1.53	Stroma
205121_at	SGCB	0.307	1.53	Stroma
240425_x_at	ROBO2	0.329	1.53	Stroma
1553995_a_at	NT5E	0.249	1.53	Stroma
214770_at	MSR1	0.35	1.53	Stroma
218232_at	C1QA	0.493	1.53	Stroma
230790_x_at		0.483	1.53	Stroma
205572_at	ANGPT2	0.355	1.53	Stroma
209120_at	NR2F2	0.359	1.53	Stroma
224772_at	NAV1	0.391	1.53	Stroma
1558837_a_at	MGC4677	0.486	1.53	Stroma
231093_at	FCRL3	0.498	1.53	Stroma
226418_at	ERGIC2	0.468	1.53	Stroma
209970_x_at	CASP1	0.474	1.53	Stroma
240050_s_at		0.395	1.53	Stroma
216542_x_at	IGHA1 /// IGHG	0.268	1.53	Stroma
225685_at		0.456	1.53	Stroma
229067_at	LOC653464	0.485	1.53	Stroma
226071_at	ADAMTSL4	0.335	1.53	Stroma
236395_at	MEF2C	0.48	1.53	Stroma
235188_at		0.455	1.53	Stroma
209871_s_at	APBA2	0.309	1.53	Stroma
225803_at	FBXO32	0.441	1.53	Stroma
238623_at		0.431	1.53	Stroma
219947_at	CLEC4A	0.358	1.53	Stroma
203699_s_at	DIO2	0.237	1.53	Stroma
234140_s_at	STIM2	0.443	1.53	Stroma
239260_at	CORIN	0.298	1.53	Stroma
1556402_at		0.486	1.53	Stroma
227197_at	SGEF	0.374	1.53	Stroma
242541_at	ABCA9	0.341	1.53	Stroma
244289_at	LOC134466	0.438	1.53	Stroma
203607_at	INPP5F	0.377	1.53	Stroma
209949_at	NCF2	0.374	1.53	Stroma
203547_at	CD4	0.443	1.53	Stroma
204963_at	SSPN	0.455	1.53	Stroma
202733_at	P4HA2	0.495	2.29	Stroma
236595_at		0.4	2.29	Stroma
206104_at	ISL1	0.288	2.29	Stroma
1557261_at	WHDC1L1 /// WHDC	0.345	2.29	Stroma
211653_x_at	AKR1C2	0.391	2.29	Stroma
1554195_a_at	MGC23985	0.33	2.29	Stroma
207734_at	LAX1	0.419	2.29	Stroma
231944_at	ERO1LB	0.47	2.29	Stroma
226578_s_at	DUSP1	0.443	2.29	Stroma
242006_at	C6orf152	0.436	2.29	Stroma
214973_x_at	IGHD	0.261	2.29	Stroma
207558_s_at	PITX2	0.469	2.29	Stroma
204338_s_at	RGS4	0.348	2.29	Stroma
226789_at		0.277	2.29	Stroma
229655_at	FAM19A5	0.47	2.29	Stroma
206011_at	CASP1	0.47	2.29	Stroma
236217_at	SLC31A1	0.414	2.29	Stroma
205884_at	ITGA4	0.426	2.29	Stroma
225728_at	SORBS2	0.44	2.29	Stroma
213328_at	NEK1	0.425	2.29	Stroma
237860_at	RBMS3	0.413	2.29	Stroma
213110_s_at	COL4A5	0.316	2.29	Stroma
219806_s_at	C11orf75	0.422	2.29	Stroma
208450_at	LGALS2	0.386	2.29	Stroma
212256_at	GALNT10	0.339	2.29	Stroma
210432_s_at	SCN3A	0.382	2.29	Stroma
225214_at	PSMB7	0.483	2.29	Stroma
38487_at	STAB1	0.381	2.29	Stroma
1557395_at	LOC255130 /// LOC	0.45	2.29	Stroma
226399_at		0.476	2.29	Stroma
212154_at	SDC2	0.354	2.29	Stroma
235696_at		0.446	2.29	Stroma
206170_at	ADRB2	0.352	2.29	Stroma
1559400_s_at	PAPPA	0.396	2.29	Stroma
228750_at	COL14A1	0.185	2.29	Stroma
208851_s_at	THY1	0.352	2.29	Stroma
201787_at	FBLN1	0.484	2.29	Stroma
204557_s_at	DZIP1	0.492	2.29	Stroma
235077_at	MEG3	0.326	2.29	Stroma
40665_at	FMO3	0.368	2.29	Stroma
225544_at	TBX3	0.278	2.29	Stroma
220471_s_at	MYCT1	0.462	2.29	Stroma
228141_at	LOC493869	0.366	2.29	Stroma
221558_s_at	LEF1	0.253	2.29	Stroma
229435_at	GLIS3	0.43	2.29	Stroma
1565639_a_at	PMP22	0.438	2.29	Stroma
235111_at		0.307	2.29	Stroma
219257_s_at	SPHK1	0.379	2.29	Stroma
203811_s_at	DNAJB4	0.307	2.29	Stroma
224604_at	LOC401152	0.497	2.29	Stroma
221087_s_at	APOL3	0.392	2.29	Stroma
222111_at		0.404	2.29	Stroma
203300_x_at	AP1S2	0.398	2.29	Stroma
243727_at	CPNE8	0.333	2.29	Stroma
244854_at	LPXN	0.465	2.29	Stroma
213464_at	SHC2	0.394	2.29	Stroma
210321_at	GZMH	0.355	2.29	Stroma
220307_at	CD244	0.491	2.29	Stroma
227176_at	SLC2A13	0.302	2.29	Stroma
208394_x_at	ESM1	0.366	2.29	Stroma
206134_at	ADAMDEC1	0.469	2.29	Stroma
226763_at	SESTD1	0.428	2.29	Stroma
228486_at	SLC44A1	0.473	2.29	Stroma
222142_at	CYLD	0.379	2.29	Stroma
1556352_at		0.393	2.29	Stroma
224920_x_at	MYADM	0.407	2.29	Stroma
226773_at		0.351	2.29	Stroma
229625_at	GBP5	0.451	2.29	Stroma
230003_at		0.373	2.29	Stroma
243141_at	MGC26963	0.325	2.29	Stroma
235733_at	PPP4R2	0.352	2.29	Stroma
226056_at	CDGAP	0.44	2.29	Stroma
209325_s_at	RGS16	0.439	2.29	Stroma
205419_at	EBI2	0.346	2.29	Stroma
204955_at	SRPX	0.37	2.29	Stroma
214684_at	MEF2A	0.449	2.29	Stroma
213017_at	ABHD3	0.379	2.29	Stroma
211748_x_at	PTGDS	0.431	2.29	Stroma
213640_s_at	LOX	0.412	2.29	Stroma
224884_at	AKAP13	0.409	2.29	Stroma
218980_at	FHOD3	0.335	2.29	Stroma
226066_at	MITF	0.472	2.29	Stroma
202992_at	C7	0.212	2.29	Stroma
216831_s_at	RUNX1T1	0.486	2.29	Stroma
220382_s_at	ARHGAP28	0.283	2.29	Stroma
227239_at	DRCTNNB1A	0.439	2.29	Stroma
219046_s_at	PKNOX2	0.453	2.29	Stroma
1558636_s_at	ADAMTS5	0.482	2.29	Stroma
208296_x_at	TNFAIP8	0.47	2.29	Stroma
232383_at	TFEC	0.487	2.29	Stroma
212157_at	SDC2	0.404	2.29	Stroma
223877_at	C1QTNF7	0.305	2.29	Stroma
204897_at	PTGER4	0.419	2.29	Stroma
207857_at	LILRA2	0.289	2.29	Stroma
229331_at	SPATA18	0.406	2.29	Stroma
230730_at	SGCD	0.316	2.29	Stroma
202052_s_at	RAI14	0.434	2.29	Stroma
201531_at	ZFP36	0.375	2.29	Stroma
226799_at		0.374	2.29	Stroma
227108_at	STARD9	0.453	2.29	Stroma
35974_at	LRMP	0.466	2.29	Stroma
213888_s_at	TRAF3IP3	0.46	2.29	Stroma
210629_x_at	LST1	0.423	2.29	Stroma
209525_at	HDGFRP3	0.43	2.29	Stroma
211964_at	COL4A2	0.366	2.29	Stroma
229400_at	HOXD10	0.465	2.29	Stroma
204255_s_at	VDR	0.422	2.29	Stroma
216866_s_at	COL14A1	0.261	2.29	Stroma
203187_at	DOCK1	0.482	2.29	Stroma
226771_at	ATP8B2	0.439	2.29	Stroma
230781_at		0.427	2.29	Stroma
210223_s_at	MR1	0.448	2.29	Stroma
1554899_s_at	FCER1G	0.391	2.29	Stroma
235570_at		0.459	2.29	Stroma
208328_s_at	MEF2A	0.465	2.29	Stroma
205039_s_at	ZNFN1A1	0.413	2.29	Stroma
243006_at	FYN	0.481	2.29	Stroma
204017_at	KDELR3	0.361	2.29	Stroma
207357_s_at	GALNT10	0.31	2.29	Stroma
226474_at	NOD27	0.33	2.29	Stroma
231130_at	FKBP7	0.317	2.29	Stroma
227344_at	ZNFN1A1	0.498	2.29	Stroma
1559037_a_at	HEG1	0.46	2.29	Stroma
243041_s_at		0.492	2.29	Stroma
241208_at	PDLIM5	0.481	2.29	Stroma
226249_at	SNX30	0.425	2.29	Stroma
220975_s_at	C1QTNF1	0.385	2.29	Stroma
203523_at	LSP1 /// LOC649377	0.468	2.29	Stroma
211726_s_at	FMO2	0.351	2.29	Stroma
211819_s_at	SORBS1	0.463	2.29	Stroma
203355_s_at	PSD3	0.39	2.29	Stroma
202363_at	SPOCK1	0.412	2.29	Stroma
242880_at	VGCNL1	0.445	2.29	Stroma
224937_at	PTGFRN	0.457	2.29	Stroma
230737_s_at	LOC387647	0.478	2.29	Stroma
228329_at		0.378	2.29	Stroma
206471_s_at	PLXNC1	0.294	2.29	Stroma
241615_x_at	CD55	0.438	2.29	Stroma
221870_at	EHD2	0.369	2.29	Stroma
201295_s_at	WSB1	0.37	2.29	Stroma
238169_at		0.368	2.29	Stroma
1558404_at	LOC644242 /// LOC6	0.496	2.29	Stroma
214181_x_at	LST1	0.458	2.29	Stroma
232798_at	DNAJC5B	0.296	2.29	Stroma
229461_x_at	NEGR1	0.39	2.29	Stroma
213502_x_at	LOC91316	0.434	2.29	Stroma
204829_s_at	FOLR2	0.362	2.29	Stroma
209683_at	FAM49A	0.496	2.29	Stroma
218730_s_at	OGN	0.278	2.29	Stroma
208414_s_at	HOXB3	0.458	2.29	Stroma
209071_s_at	RGS5	0.263	2.29	Stroma
201859_at	PRG1	0.399	2.29	Stroma
218031_s_at	CHES1	0.448	2.29	Stroma
206191_at	ENTPD3	0.476	2.29	Stroma
231040_at	RORB	0.425	2.29	Stroma
227846_at	GPR176	0.386	2.29	Stroma
229578_at	JPH2	0.493	2.29	Stroma
209374_s_at	IGHM	0.35	3.46	Stroma
240052_at	ITPR1	0.49	3.46	Stroma
221209_s_at	OTOR	0.461	3.46	Stroma
1555233_at	RHOJ	0.363	3.46	Stroma
224505_s_at	PLCD4	0.487	3.46	Stroma
226534_at	KITLG	0.476	3.46	Stroma
238636_at	LOC283439	0.397	3.46	Stroma
202902_s_at	CTSS	0.401	3.46	Stroma
227326_at	MXRA7	0.421	3.46	Stroma
213901_x_at	RBM9	0.493	3.46	Stroma
1553117_a_at	STK38	0.488	3.46	Stroma
222453_at	CYBRD1	0.404	3.46	Stroma
236517_at	MEGF10	0.414	3.46	Stroma
213910_at	IGFBP7	0.372	3.46	Stroma
225207_at	PDK4	0.305	3.46	Stroma
212850_s_at	LRP4	0.416	3.46	Stroma
230036_at	SAMD9L	0.429	3.46	Stroma
227353_at		0.49	3.46	Stroma
217369_at	IGHG1 /// LOC38825	0.456	3.46	Stroma
213997_at	KIAA0574	0.41	3.46	Stroma
227231_at	KIAA1211	0.382	3.46	Stroma
243882_at		0.499	3.46	Stroma
1557835_at	LA16c-360B4.1	0.496	3.46	Stroma
219740_at	FLJ12505	0.454	3.46	Stroma
201163_s_at	IGFBP7	0.367	3.46	Stroma
224285_at	GPR174	0.343	3.46	Stroma
205083_at	AOX1	0.298	3.46	Stroma
219471_at	C13orf18	0.434	3.46	Stroma
214452_at	BCAT1	0.372	3.46	Stroma
203476_at	TPBG	0.311	3.46	Stroma
203700_s_at	DIO2	0.396	3.46	Stroma
217503_at		0.425	3.46	Stroma
1557535_at	PALLD	0.462	3.46	Stroma
225188_at	RAPH1	0.475	3.46	Stroma
210933_s_at	FSCN1	0.388	3.46	Stroma
1561899_at	DCAL1	0.45	3.46	Stroma
214765_s_at	ASAHL	0.47	3.46	Stroma
216839_at	LAMA2	0.436	3.46	Stroma
230846_at	ZBTB25	0.421	3.46	Stroma
240153_at		0.363	3.46	Stroma
1554091_a_at	TIRAP	0.451	3.46	Stroma
206039_at	RAB33A	0.44	1.53	Stroma
222154_s_at	DNAPTP6	0.488	1.53	Stroma
213434_at	STX2	0.367	1.53	Stroma
230769_at	DENND2C	0.44	1.53	Stroma
207015_s_at	ALDH1A2	0.341	1.53	Stroma
205214_at	STK17B	0.402	1.53	Stroma
214152_at	CCPG1	0.44	2.29	Stroma
201858_s_at	PRG1	0.35	2.29	Stroma
209656_s_at	TMEM47	0.357	3.46	Stroma
204332_s_at	AGA	0.464	3.46	Stroma
239129_at		0.472	3.46	Stroma
207761_s_at	METTL7A	0.404	3.46	Stroma
226525_at		0.376	3.46	Stroma
223159_s_at	NEK6	0.429	3.46	Stroma
242845_at		0.454	3.46	Stroma
203705_s_at	FZD7	0.41	3.46	Stroma
216904_at	COL6A1	0.436	3.46	Stroma
220655_at	TNIP3	0.485	3.46	Stroma
228027_at	GPRASP2	0.498	3.46	Stroma
211494_s_at	SLC4A4	0.318	3.46	Stroma
205174_s_at	QPCT	0.494	3.46	Stroma
1552541_at	TAGAP	0.465	3.46	Stroma
226837_at	SPRED1	0.465	3.46	Stroma
224759_s_at	C12orf23	0.496	3.46	Stroma
1554126_at	MSRB3	0.369	3.46	Stroma
204466_s_at	SNCA	0.37	3.46	Stroma
242532_at		0.45	3.46	Stroma
204078_at	SC65	0.485	3.46	Stroma
236826_at	C9orf52	0.493	3.46	Stroma
239163_at	UBE2B	0.482	3.46	Stroma
209602_s_at	GATA3	0.374	3.46	Stroma
210303_at	MAB21L2	0.491	3.46	Stroma
228586_at	ENG	0.465	3.46	Stroma
242699_at		0.491	3.46	Stroma
230258_at	GLIS3	0.418	3.46	Stroma
226250_at		0.479	3.46	Stroma
235362_at		0.474	3.46	Stroma
211071_s_at	MLLT11	0.459	3.46	Stroma
230109_at	PDE7B	0.404	3.46	Stroma
219771_at	RP11-321G1.1	0.455	3.46	Stroma
234472_at	GALNT13	0.489	3.46	Stroma
214981_at	POSTN	0.457	3.46	Stroma
204755_x_at	HLF	0.355	3.46	Stroma
226793_at	LOC283267	0.433	3.46	Stroma
220141_at	C11orf63	0.39	3.46	Stroma
210302_s_at	MAB21L2	0.426	3.46	Stroma
235521_at	HOXA3	0.373	3.46	Stroma
232712_at	FGF10	0.36	3.46	Stroma
217889_s_at	CYBRD1	0.423	3.46	Stroma
226225_at	MCC	0.352	3.46	Stroma
222364_at		0.459	3.46	Stroma
237112_at	FAM102B	0.485	3.46	Stroma
204971_at	CSTA	0.42	3.46	Stroma
1554479_a_at	CARD8	0.464	3.46	Stroma
203641_s_at	COBLL1	0.405	3.46	Stroma
229910_at	SHE	0.376	3.46	Stroma
219528_s_at	BCL11B	0.455	3.46	Stroma
211368_s_at	CASP1	0.482	3.46	Stroma
1563498_s_at	LOC283130	0.385	3.46	Stroma
228207_at	SPAG6	0.418	3.46	Stroma
210279_at	GPR18	0.477	3.46	Stroma
216557_x_at	IGHA1 /// IGHG	0.297	3.46	Stroma
228102_at	NRP2	0.342	3.46	Stroma
209733_at	LOC286440	0.418	3.46	Stroma
211366_x_at	CASP1	0.481	3.46	Stroma
243555_at	EDNRA	0.405	3.46	Stroma
211844_s_at	NRP2	0.411	3.46	Stroma
223627_at	RKHD3	0.382	3.46	Stroma
1552670_a_at	LOC286044	0.388	3.46	Stroma
236583_at	ABP1	0.481	3.46	Stroma
226497_s_at	FLT1	0.429	3.46	Stroma
220093_at	ANTXR1	0.493	3.46	Stroma
231869_at	KIAA1586	0.428	3.46	Stroma
205289_at	BMP2	0.399	3.46	Stroma
207103_at	KCND2	0.428	3.46	Stroma
242471_at	LOC647135	0.44	3.46	Stroma
1558691_a_at	DOCK4	0.457	3.46	Stroma
226692_at	SERF2	0.448	3.46	Stroma
210875_s_at	TCF8	0.412	3.46	Stroma
204546_at	KIAA0513	0.414	3.46	Stroma
206262_at	ADH1A /// ADH	0.429	3.46	Stroma
214777_at		0.331	3.46	Stroma
212942_s_at	KIAA1199	0.418	3.46	Stroma
52255_s_at	COL5A3	0.403	3.46	Stroma
235291_s_at	FLJ32255 /// LO	0.379	3.46	Stroma
211170_s_at	PDE10A	0.437	3.46	Stroma
202036_s_at	SFRP1	0.354	3.46	Stroma
231001_at	LOC387758	0.368	3.46	Stroma
209191_at	TUBB6	0.42	3.46	Stroma
214298_x_at	6-Sep	0.471	3.46	Stroma
236044_at	PPAPDC1A	0.318	3.46	Stroma
205529_s_at	RUNX1T1	0.482	3.46	Stroma
207480_s_at	MEIS2	0.374	3.46	Stroma
236561_at	TGFBR1	0.433	3.46	Stroma
207961_x_at	MYH11	0.321	3.46	Stroma
206974_at	CXCR6	0.445	3.46	Stroma
45714_at	HCFC1R1	0.465	3.46	Stroma
235080_at		0.477	3.46	Stroma
215565_at	DTNB	0.395	3.46	Stroma
1555638_a_at	SAMSN1	0.412	2.29	Stroma
205399_at	DCAMKL1	0.422	2.29	Stroma
238584_at	IQCA	0.396	2.29	Stroma
217540_at		0.494	2.29	Stroma
229968_at	TLR1	0.407	2.29	Stroma
212091_s_at	COL6A1	0.367	2.29	Stroma
214605_x_at	GPR1	0.498	2.29	Stroma
205150_s_at	KIAA0644	0.461	2.29	Stroma
205730_s_at	ABLIM3	0.477	3.46	Stroma
238891_at		0.42	3.46	Stroma
214719_at	LOC283537	0.455	3.46	Stroma
222885_at	EMCN	0.395	3.46	Stroma
232903_at		0.467	3.46	Stroma
207175_at	ADIPOQ	0.461	3.46	Stroma
203233_at	IL4R	0.463	3.46	Stroma
227611_at	TARSL2	0.449	3.46	Stroma
228315_at		0.403	3.46	Stroma
219463_at	C20orf103	0.393	3.46	Stroma
216401_x_at	LOC652745	0.328	3.46	Stroma
206082_at		0.492	3.46	Stroma
238066_at	RBP7	0.47	3.46	Stroma
40148_at	APBB2	0.489	3.46	Stroma
238658_at		0.41	3.46	Stroma
32540_at	PPP3CC	0.46	3.46	Stroma
217989_at	DHRS8	0.424	3.46	Stroma
211555_s_at	GUCY1B3	0.431	3.46	Stroma
211062_s_at	CPZ	0.479	3.46	Stroma
224994_at	CAMK2D	0.425	3.46	Stroma
228840_at	AMOTL1	0.481	3.46	Stroma
242093_at		0.458	3.46	Stroma
206932_at	CH25H	0.335	3.46	Stroma
201939_at	PLK2	0.484	3.46	Stroma
201116_s_at	CPE	0.286	3.46	Stroma
213644_at	CCDC46	0.476	3.46	Stroma
210105_s_at	FYN	0.388	3.46	Stroma
225345_s_at		0.37	3.46	Stroma
211907_s_at	PARD6B	6.799	0	Tumour
221088_s_at	PPP1R9A	7.713	0	Tumour
226129_at	FAM83H	4.183	0	Tumour
1569361_a_at		9.288	0	Tumour
242982_x_at	ITGB8	4.392	0	Tumour
202488_s_at	FXYD3	4.517	0	Tumour
202954_at	UBE2C	6.073	0	Tumour
223821_s_at	SUSD4	9.836	0	Tumour
202669_s_at	EFNB2	4.194	0	Tumour
222608_s_at	ANLN	3.437	0	Tumour
239006_at	SLC26A7	9.251	0	Tumour
235501_at	FARP1	4.057	0	Tumour
1566764_at		7.063	0	Tumour
205472_s_at	DACH1	3.145	0	Tumour
1558378_a_at	C14orf78	2.304	0	Tumour
236591_at		3.267	0	Tumour
41660_at	CELSR1	4.039	0	Tumour
225802_at	TOP1MT	3.177	0	Tumour
230951_at	EPB41L5	5.669	0	Tumour
242354_at		6.499	0	Tumour
209911_x_at	HIST1H2BD	3.612	0	Tumour
235515_at	FLJ36445	7.55	0	Tumour
243507_s_at	FLJ25067	3.113	0	Tumour
1563209_a_at	C20orf133	4.894	0	Tumour
214156_at	MYRIP	2.894	0	Tumour
238750_at		4.148	0	Tumour
226615_at	XPR1	3.334	0	Tumour
211025_x_at	COX5B	2.072	0	Tumour
209104_s_at	NOLA2	2.638	0	Tumour
222764_at	ASRGL1	5.164	0	Tumour
212909_at	LYPD1	4.21	0	Tumour
224367_at	BEX2	6.512	0	Tumour
203917_at	CXADR	6.239	0	Tumour
242406_at	C1orf186	7.128	0	Tumour
1554679_a_at	LAPTM4B	4.293	0	Tumour
232165_at		7.213	0	Tumour
234290_x_at	MYH14	3.81	0	Tumour
226912_at	ZDHHC23	6.659	0	Tumour
204976_s_at	AMMECR1	2.998	0	Tumour
204836_at	GLDC	10.195	0	Tumour
209644_x_at	CDKN2A	3.186	0	Tumour
208029_s_at	LAPTM4B	3.695	0	Tumour
203779_s_at	EVA1	6.302	0	Tumour
213917_at	PAX8	6.364	0	Tumour
206128_at	ADRA2C	4.616	0	Tumour
214721_x_at	CDC42EP4	5.788	0	Tumour
222883_at	C1orf163	2.056	0	Tumour
209864_at	FRAT2	3.106	0	Tumour
218262_at	RMND5B	2.222	0	Tumour
239012_at	IBRDC2	2.648	0	Tumour
202668_at	EFNB2	4	0	Tumour
209218_at	SQLE	2.724	0	Tumour
227163_at	GSTO2	5.241	0	Tumour
1559929_at		4.982	0	Tumour
204751_x_at	DSC2	3.176	0	Tumour
1555497_a_at	CYP4B1	8.903	0	Tumour
233142_at		3.362	0	Tumour
218237_s_at	SLC38A1	5.107	0	Tumour
235092_at	KCTD1	7.061	0	Tumour
201323_at	EBNA1BP2	2.265	0	Tumour
218512_at	WDR12	2.271	0	Tumour
230899_at	SETD4	2.603	0	Tumour
222996_s_at	CXXC5	3.651	0	Tumour
226804_at	FAM20A	0.45	3.46	Stroma
230636_s_at	KLF9	0.448	3.46	Stroma
229723_at	TAGAP	0.395	3.46	Stroma
235036_at	LIX1L	0.436	3.46	Stroma
204110_at	HNMT	0.33	3.46	Stroma
212820_at	DMXL2	0.439	3.46	Stroma
229121_at		0.47	3.46	Stroma
226264_at	SUSD1	0.483	3.46	Stroma
207698_at	C6orf123	3.677	0.09	Tumour
1569062_s_at	IQGAP3	3.63	0.09	Tumour
213285_at	TMEM30B	4.252	0.09	Tumour
227953_at		2.649	0.09	Tumour
212142_at	MCM4	2.965	0.09	Tumour
243814_at	PRKCBP1	3.181	0.09	Tumour
219850_s_at	EHF	8.285	0.09	Tumour
222771_s_at	MYEF2	7.512	0.09	Tumour
219836_at	ZBED2	6.185	0.09	Tumour
210096_at	CYP4B1	6.571	0.09	Tumour
213927_at	MAP3K9	2.451	0.09	Tumour
229775_s_at	MLLT4	3.44	0.09	Tumour
204519_s_at	PLLP	3.984	0.09	Tumour
235955_at	MARVELD2	6.576	0.09	Tumour
219990_at	E2F8	3.729	0.09	Tumour
222896_at	TMEM38A	3.131	0.09	Tumour
227450_at	C12orf46	7.972	0.09	Tumour
1552477_a_at	IRF6	6.812	0.09	Tumour
211488_s_at	ITGB8	5.803	0.09	Tumour
212664_at	TUBB4	14.638	0.09	Tumour
219377_at	FAM59A	2.419	0.09	Tumour
219617_at	C2orf34	2.957	0.09	Tumour
209678_s_at	PRKCI	2.791	0.09	Tumour
212094_at	PEG10	6.55	0.09	Tumour
208576_s_at	HIST1H3B	3.542	0.09	Tumour
214528_s_at	PAX8	4.899	0.09	Tumour
213518_at	PRKCI	2.992	0.09	Tumour
207981_s_at	ESRRG	6.306	0.09	Tumour
208600_s_at	GPR39	3.909	0.09	Tumour
210461_s_at	ABLIM1	2.84	0.09	Tumour
202454_s_at	ERBB3	8.768	0.09	Tumour
1554449_at	MIER3	2.034	0.09	Tumour
222051_s_at	C8orf59	6.531	0.09	Tumour
1552478_a_at	IRF6	3.167	0.09	Tumour
238910_at		2.449	0.09	Tumour
205979_at	SCGB2A1	15.747	0.09	Tumour
212612_at	RCOR1	2.305	0.09	Tumour
208787_at	MRPL3	2.103	0.09	Tumour
229290_at	LOC92196	5.23	0.14	Tumour
218779_x_at	EPS8L1	5.193	0.14	Tumour
221665_s_at	EPS8L1	4.872	0.14	Tumour
214857_at	C10orf95	4.708	0.14	Tumour
224189_x_at	EHF	8.745	0.14	Tumour
202343_x_at	COX5B	2.09	0.14	Tumour
207076_s_at	ASS	4.102	0.14	Tumour
203911_at	RAP1GAP	5.538	0.14	Tumour
225598_at	SLC45A4	3.928	0.14	Tumour
224634_at	GPATC4	2.226	0.14	Tumour
1555906_s_at	C3orf23	2.84	0.14	Tumour
217080_s_at	HOMER2	2.254	0.14	Tumour
231192_at	EDG7	17.42	0.14	Tumour
209925_at	OCLN /// LOC64785	7.954	0.14	Tumour
212295_s_at	SLC7A1	2.853	0.14	Tumour
218039_at	NUSAP1	2.593	0.14	Tumour
201929_s_at	PKP4	2.075	0.14	Tumour
200896_x_at	HDGF	2.388	0.14	Tumour
